ID,C.1,C.2,C.3,Male,Intervention,M,Outcome
416,0.650778363,0.18304797,0.54877496,1,0,1,1.844017575
417,1.404684295,0.38708312,1.05170127,0,1,0,3.270826133
418,0.622905462,0.43362039,0.386084438,1,1,1,7.449665828
419,1.291323304,-1.002259874,-1.105182729,1,1,1,5.735622533
420,0.591946003,-0.119689664,0.074005212,1,0,0,2.337413927
421,0.741277377,0.753295048,-0.262670503,1,1,1,8.638520983
422,-0.312543869,0.073598609,1.063017789,0,1,0,0.444228381
423,0.426020487,1.433007511,-0.00763687,0,0,0,1.228517012
424,1.125667605,0.883002311,0.612083461,1,1,0,5.11663221
425,0.414700707,-0.279882397,-0.109037509,1,1,1,8.069489605
426,0.229395496,0.048888891,0.943224468,1,1,0,2.144390069
427,-0.109317123,-0.070376922,-0.484319088,1,1,1,6.17298231
428,-0.138336329,-0.068765642,-2.313735774,0,0,0,0.781398951
429,-1.364831697,-0.07248691,-0.265283775,0,0,0,-1.296731685
430,-1.200869328,-1.991538176,-0.35436922,0,1,0,-0.543160975
431,0.653495766,1.773238632,-0.038456794,1,0,0,2.507622234
432,1.493184841,0.083022158,0.115532104,1,0,0,-0.125514042
433,0.324825313,-0.870577245,-0.051718213,0,1,0,-0.134375513
434,0.908447699,-0.749725787,-0.32160607,1,0,0,1.922792931
435,-1.14777075,0.354352196,0.424799782,0,0,0,0.615500836
436,0.648347351,-1.219810032,0.107235035,0,1,0,-0.657849215
437,-0.944057692,-0.000384649,1.34262392,0,1,0,2.79841495
438,-0.503525287,0.716683321,-0.749668584,1,0,0,0.058576257
439,-0.47852821,0.438721751,-0.67911227,0,1,1,1.881185947
440,-1.702964835,1.265168435,0.360357238,0,1,0,0.98611187
441,-0.583639441,-1.994078787,1.902209771,1,1,0,2.945580458
442,3.390370821,0.207480407,0.849806648,1,1,1,8.128545075
443,1.224560312,-0.701804434,-0.35119623,0,1,1,2.104013918
444,-1.727121037,-0.736578232,0.622409783,0,0,0,2.243015998
445,-0.290715989,-0.214211534,-0.112559552,0,0,0,2.233820575
446,-1.863666982,0.837629934,-1.443492889,0,0,0,1.071336781
447,-0.208570162,-0.438563462,-0.218593817,0,1,0,1.481316086
448,1.459965945,-0.582059918,-0.783097596,1,0,0,1.792834436
449,-1.519653995,-0.805698082,-1.166184707,0,0,0,1.555005108
450,0.407946196,-0.863004246,0.304042035,0,0,0,0.909127632
451,-0.146427488,-1.43356218,-0.790607786,0,1,0,0.912762241
452,0.885112455,0.903076086,2.005573274,1,0,0,4.017945064
453,-0.003580308,-1.495826814,-0.768417027,0,0,0,-0.037139209
454,0.408488505,1.900136335,0.110009123,1,1,1,9.031831975
455,1.140386825,0.768081305,-1.168091622,1,1,1,6.758475024
456,-0.171112652,1.305261536,0.87609611,1,1,0,5.959644121
457,0.463796142,0.477114245,-0.4914053,1,1,0,3.234265013
458,-1.319385313,1.295425791,-1.420219492,0,0,0,-0.137300521
459,-0.93889592,0.628964993,-1.262194549,0,1,0,2.884864681
460,-0.551870413,-1.182799507,0.620663558,0,0,0,1.715832137
461,0.446313017,0.421884693,0.442464772,0,1,0,3.044783878
462,0.557245746,0.639356492,-1.968661557,1,1,1,3.900550817
463,-0.148816361,0.112463813,0.724676203,1,0,0,1.595773651
464,-1.187486076,-0.49960019,-1.073642991,0,0,0,2.437442878
465,1.057240213,1.279072583,0.787676725,1,1,0,3.066010798
466,-1.222403383,0.451952117,1.150449186,0,1,1,1.298633801
467,0.167940981,-0.566109333,-1.086118241,1,0,0,-0.411036695
468,-0.665302796,0.714848356,-0.4316611,0,0,0,1.875311858
469,0.22761494,1.294945796,0.57833494,1,0,1,2.424132619
470,1.364672781,-1.701579803,-0.28067628,0,0,0,0.73189572
471,0.065068019,0.578589292,-1.169206622,0,0,0,3.66579042
472,0.806184855,0.307390076,0.263806014,1,0,0,0.92896529
473,0.508484792,-0.11635844,0.925546098,0,1,0,4.517435118
474,0.648229774,-0.150209374,1.040377019,0,0,0,0.934555307
475,0.292558685,0.668751399,-0.594177642,1,0,0,2.599928923
476,1.580431837,-0.003988944,0.847842769,1,1,1,8.065207756
477,-0.100116526,-0.279629907,0.784438245,1,1,0,3.50189132
478,-1.584616645,0.478366148,0.393566373,0,1,0,0.867802082
479,-2.695329369,0.368377329,-2.168417747,0,1,0,1.533779425
480,0.659804377,-0.453913733,-0.694936825,1,0,0,2.794451822
481,-0.006846303,1.373052045,-0.635323077,1,1,1,2.284962511
482,0.558103294,0.341157868,-1.179518629,1,1,1,10.55842713
483,-1.741022017,-1.992585771,0.551274211,0,1,0,3.066351234
484,-0.034742062,1.850571704,0.573675108,1,1,0,3.808987671
485,0.849695891,1.334383585,-0.500719098,1,1,1,7.512028918
486,0.510097928,0.86879327,1.369351688,1,0,0,1.150978436
487,0.762651146,0.421147173,-0.868224047,0,1,0,2.177563464
488,0.729560361,0.500265872,0.634250254,0,1,0,2.356679612
489,0.423645046,-0.201838045,-0.076865898,0,1,0,1.335772631
490,0.687364113,0.171631507,-0.830108574,0,1,0,1.398466338
491,-0.29015912,-1.319125724,-0.967031903,0,0,0,1.902725665
492,-0.14461107,-1.798132556,-1.688542475,0,0,0,-2.015848735
493,1.102565199,-0.576618924,-1.85169173,0,0,0,1.212111257
494,-0.112863239,1.321069267,0.662254297,0,0,0,1.562664915
495,0.441383198,1.183745912,-0.771501441,1,0,0,0.607776312
496,0.729689191,-0.587085616,0.000764186,0,1,0,2.293024246
497,2.214465319,0.969434396,0.768007714,0,1,1,2.638167723
498,-1.108327912,-0.78623592,2.28411648,0,0,0,0.657926467
499,-1.093300764,0.214479375,0.89257106,0,1,0,2.39208632
500,1.018757972,1.089112011,-0.16312899,1,1,1,8.469151379
